"",temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),Mese
7,0.119066,0.589166,0.564642,0.751566,0.621244,0.148911,0.174495,0.112834,February
8,0.141744,0.571312,0.578007,0.755666,0.596247,0.210136,0.315115,0.274415,February
9,0.228910,0.315020,0.588982,0.561197,0.307351,0.419180,0.345357,0.342606,February
10,0.275804,0.160049,0.575206,0.263526,0.234043,0.432151,0.397214,0.671589,February
11,0.283901,0.126704,0.555981,0.198467,0.221926,0.614164,0.379923,0.827614,February
12,0.276273,0.151033,0.523051,0.286642,0.225758,0.592155,0.463233,0.811007,February
13,0.245166,0.218391,0.465552,0.332997,0.231839,0.473631,0.464190,0.654010,February
14,0.217599,0.230322,0.512430,0.324926,0.235034,0.312707,0.254224,0.480167,February
15,0.169564,0.328061,0.510723,0.260428,0.234596,0.117192,0.161643,0.440739,February
16,0.167398,0.639110,0.508790,0.320475,0.241699,-0.043502,-0.025237,0.102329,February
17,0.140083,0.637607,0.520511,0.373985,0.284621,-0.054632,-0.045152,-0.003694,February
18,0.143302,0.598652,0.516055,0.349024,0.440193,-0.056356,-0.045633,-0.007243,February
19,0.119109,0.586650,0.562661,0.263947,0.407026,-0.056506,-0.045699,-0.007337,February
20,0.120774,0.672359,0.570925,0.543728,0.546328,-0.056219,-0.045601,-0.007322,February
21,0.123498,0.638827,0.567163,0.528333,0.598293,-0.056323,-0.045082,-0.007411,February
22,0.124804,0.703509,0.569075,0.605616,0.610524,-0.055180,-0.044368,-0.007392,February
23,0.128401,0.684103,0.543584,0.635417,0.614251,-0.051731,-0.028237,-0.007033,February
0,0.523783,0.813717,0.613368,0.380539,0.569447,-0.058038,-0.056424,-0.037218,July
1,0.530593,0.809941,0.609643,0.383141,0.573614,-0.058754,-0.056903,-0.037379,July
2,0.538611,0.829279,0.601571,0.486858,0.591569,-0.059099,-0.056742,-0.037391,July
3,0.536431,0.826667,0.599991,0.537576,0.596388,-0.055856,-0.057701,-0.035936,July
4,0.534985,0.854318,0.605995,0.581384,0.611753,-0.041296,-0.044257,-0.007711,July
5,0.562464,0.821604,0.601297,0.543382,0.595456,0.103302,0.151288,0.255831,July
6,0.646260,0.690634,0.602249,0.516136,0.444072,0.227912,0.373481,0.794036,July
7,0.738518,0.470064,0.604291,0.648688,0.444575,0.349043,0.440712,0.844164,July
8,0.738663,0.339369,0.615104,0.660823,0.500859,0.574544,0.478799,0.823613,July
9,0.770165,0.224063,0.616342,0.634211,0.409939,0.826301,0.481278,0.922530,July
10,0.803782,0.135993,0.616739,0.634843,0.449559,0.931528,0.450291,0.933285,July
11,0.809894,0.090800,0.610133,0.670003,0.500965,0.946311,0.447008,0.936345,July
12,0.818740,0.057411,0.591233,0.647101,0.420266,0.927520,0.478397,0.935395,July
13,0.810945,0.050816,0.583269,0.661560,0.459200,0.874814,0.481384,0.922757,July
14,0.805557,0.065490,0.563381,0.633058,0.507751,0.664655,0.424350,0.859833,July
15,0.785340,0.095058,0.548200,0.627674,0.474716,0.486710,0.345586,0.788916,July
16,0.784831,0.131871,0.540741,0.539756,0.343971,0.327176,0.203506,0.705369,July
17,0.750358,0.253626,0.542336,0.317356,0.308246,0.141898,0.162382,0.429940,July
18,0.665366,0.419738,0.544275,0.239038,0.322333,-0.054621,0.001495,-0.018111,July
19,0.619837,0.581832,0.549058,0.249734,0.354763,-0.057022,-0.056277,-0.033684,July
20,0.585320,0.689278,0.555623,0.275875,0.424580,-0.055623,-0.057353,-0.030509,July
21,0.545989,0.629097,0.557413,0.267902,0.432914,-0.050842,-0.057530,-0.015256,July
22,0.539002,0.639450,0.559724,0.279260,0.446859,-0.047479,-0.056487,-0.026772,July
23,0.522234,0.668077,0.563543,0.259040,0.418859,-0.046489,-0.055166,0.012127,July
0,0.413206,0.843333,0.563905,0.148656,0.189713,-0.025265,-0.051446,-0.046023,August
1,0.416909,0.833012,0.560526,0.145108,0.218416,-0.025864,-0.052536,-0.046218,August
2,0.412276,0.815303,0.567460,0.214443,0.255301,-0.026071,-0.052720,-0.046220,August
3,0.410320,0.833384,0.560912,0.382948,0.437509,-0.025938,-0.052731,-0.045643,August
4,0.414149,0.815529,0.572443,0.403957,0.498062,-0.023664,-0.036489,-0.041521,August
5,0.452827,0.735080,0.583629,0.435132,0.466237,0.047319,0.209090,0.075451,August
6,0.519215,0.426648,0.585754,0.370458,0.341078,0.231008,0.315418,0.398815,August
7,0.610706,0.448828,0.589018,0.385969,0.232758,0.366645,0.432699,0.630936,August
8,0.745346,0.213463,0.586199,0.294082,0.179611,0.635135,0.409616,0.851150,August
9,0.803919,0.103137,0.598763,0.361123,0.179660,0.833498,0.431182,0.883592,August
10,0.815673,0.109558,0.599947,0.367271,0.198523,0.901022,0.465725,0.886019,August
11,0.819021,0.107955,0.588995,0.405555,0.205845,0.905865,0.495193,0.885403,August
12,0.825433,0.116575,0.569327,0.410490,0.187892,0.856284,0.488570,0.883104,August
13,0.803850,0.096932,0.563902,0.492838,0.281793,0.833284,0.462385,0.879402,August
14,0.753487,0.156517,0.555414,0.499330,0.299959,0.560283,0.372925,0.781586,August
15,0.737609,0.335948,0.549465,0.371273,0.263764,0.489254,0.355931,0.767200,August
16,0.654089,0.335717,0.550031,0.356875,0.213963,0.209409,0.151930,0.705668,August
17,0.625625,0.411651,0.549614,0.219816,0.175876,0.047170,0.018242,0.464264,August
18,0.555765,0.519453,0.562331,0.170944,0.200311,-0.022319,-0.050248,-0.013370,August
19,0.484175,0.594149,0.570584,0.182542,0.264038,-0.024948,-0.052510,-0.044533,August
20,0.456653,0.683029,0.571110,0.169570,0.245497,-0.025314,-0.052651,-0.044735,August
21,0.432815,0.711856,0.568037,0.231904,0.322513,-0.025178,-0.052377,-0.044874,August
22,0.449244,0.746732,0.578733,0.231432,0.413276,-0.023756,-0.052098,-0.044879,August
23,0.430077,0.667968,0.577185,0.308391,0.460874,-0.017672,-0.051583,-0.040455,August
0,0.386604,0.878507,0.551387,0.251814,0.409099,-0.020665,-0.052439,-0.037158,May
1,0.372069,0.886657,0.550806,0.454384,0.485185,-0.023868,-0.052011,-0.037584,May
2,0.406522,0.893886,0.556286,0.535282,0.485035,-0.025289,-0.052866,-0.037660,May
3,0.362598,0.909471,0.551858,0.583233,0.493402,-0.024798,-0.055548,-0.037592,May
4,0.357423,0.969878,0.578435,0.529932,0.477914,-0.019946,-0.046038,-0.035606,May
5,0.404977,0.929329,0.598687,0.547900,0.469295,0.055379,0.056477,0.035330,May
6,0.456384,0.865443,0.609217,0.403284,0.388226,0.258639,0.518168,0.518431,May
7,0.527406,0.683001,0.608744,0.420791,0.212756,0.293642,0.484323,0.560164,May
8,0.520799,0.700505,0.606216,0.492279,0.238842,0.502538,0.800044,0.467621,May
9,0.552358,0.562253,0.614266,0.370388,0.204026,0.712986,0.925791,0.624944,May
10,0.578504,0.418101,0.609017,0.315737,0.190830,0.834614,0.855410,0.697978,May
11,0.584537,0.395719,0.581714,0.372601,0.176517,0.848130,0.707463,0.710585,May
12,0.579259,0.436686,0.547889,0.560596,0.302191,0.835611,0.944101,0.687261,May
13,0.565843,0.446160,0.530993,0.532615,0.301370,0.580319,0.992232,0.244278,May
14,0.565692,0.435995,0.519751,0.233851,0.147029,0.450225,0.838198,0.207272,May
15,0.560053,0.457657,0.506392,0.147876,0.084819,0.267272,0.711153,0.177334,May
16,0.479026,0.655901,0.508650,0.099819,0.085850,0.068464,0.240690,0.117217,May
17,0.459183,0.684885,0.507258,0.088389,0.085331,0.005647,0.038438,0.034326,May
18,0.425085,0.732143,0.523685,0.096314,0.081334,-0.024253,-0.052689,-0.032713,May
19,0.371680,0.742489,0.538239,0.106512,0.106825,-0.025565,-0.055987,-0.037505,May
20,0.335679,0.903851,0.550887,0.094727,0.100597,-0.025272,-0.055937,-0.037583,May
21,0.333494,0.924114,0.530014,0.139756,0.133707,-0.025009,-0.055570,-0.037524,May
22,0.328044,0.887849,0.524738,0.192339,0.268130,-0.022986,-0.054770,-0.037181,May
23,0.322714,0.915882,0.509258,0.326211,0.366586,-0.016842,-0.053609,-0.034695,May
0,0.335800,0.968518,0.600111,0.414996,0.276203,-0.018387,-0.010313,-0.034383,May
1,0.345788,0.967381,0.614757,0.407259,0.264834,-0.017339,-0.020187,-0.033398,May
2,0.329474,0.977303,0.611132,0.309907,0.218138,-0.021786,-0.028700,-0.034447,May
3,0.310557,0.985526,0.583171,0.407218,0.313311,-0.020903,-0.027658,-0.031501,May
4,0.310810,0.967029,0.594196,0.383603,0.256129,-0.017278,0.007415,0.001208,May
5,0.320075,0.914732,0.592028,0.382295,0.323333,0.039800,0.278741,0.278579,May
6,0.335955,0.761616,0.605019,0.277666,0.266495,0.135254,0.419597,0.428750,May
7,0.382159,0.650496,0.597806,0.374891,0.243963,0.580086,0.733298,0.716840,May
8,0.504804,0.405178,0.587787,0.549906,0.320318,0.839677,0.722689,0.816284,May
9,0.543575,0.384074,0.605442,0.567266,0.361445,0.891404,0.757954,0.820186,May
10,0.562317,0.401210,0.618377,0.580235,0.417884,0.935225,0.767848,0.812326,May
11,0.562122,0.403555,0.590267,0.570059,0.459014,0.942394,0.772915,0.799951,May
12,0.550614,0.507668,0.573909,0.453374,0.303106,0.879100,0.651384,0.804781,May
13,0.551020,0.403351,0.550286,0.467853,0.241779,0.758765,0.637954,0.708681,May
14,0.550903,0.377534,0.536052,0.429575,0.348501,0.548570,0.324963,0.703487,May
15,0.539796,0.402542,0.518626,0.369685,0.300400,0.551409,0.377639,0.731260,May
16,0.512062,0.453758,0.513887,0.478483,0.360437,0.238632,0.206720,0.469307,May
17,0.453541,0.549662,0.515980,0.282254,0.326270,0.041449,0.036708,0.243082,May
18,0.416290,0.616583,0.521993,0.300144,0.262597,-0.020985,-0.027457,-0.026619,May
19,0.373882,0.747811,0.528287,0.346169,0.297783,-0.022373,-0.028888,-0.034902,May
20,0.386992,0.654626,0.530447,0.351992,0.366035,-0.021096,-0.029255,-0.034589,May
21,0.345710,0.782740,0.529391,0.519199,0.432353,-0.020630,-0.028693,-0.034439,May
22,0.328495,0.911288,0.531512,0.426986,0.470521,-0.019238,-0.028536,-0.034815,May
23,0.320761,0.930593,0.527706,0.302910,0.321554,-0.017849,-0.027061,-0.034132,May
0,0.537790,0.917042,0.479898,0.194080,0.353505,-0.013776,-0.074971,-0.008127,September
1,0.544987,0.771988,0.471400,0.240858,0.402377,-0.013931,-0.075410,-0.008184,September
2,0.549156,0.768318,0.456535,0.220520,0.382939,-0.014590,-0.075450,-0.008197,September
3,0.532974,0.821781,0.453395,0.170140,0.342495,-0.014532,-0.075445,-0.008025,September
4,0.522739,0.858613,0.461266,0.175290,0.330440,-0.013321,-0.069000,-0.005814,September
5,0.529872,0.879951,0.470185,0.180663,0.318153,0.010685,0.097511,0.050837,September
6,0.568579,0.855444,0.489591,0.212241,0.289889,0.105199,0.531205,0.324741,September
7,0.670141,0.575255,0.491211,0.276666,0.314910,0.185285,0.704033,0.373936,September
8,0.715884,0.428788,0.518930,0.332568,0.271014,0.383392,0.802407,0.559439,September
9,0.754723,0.325503,0.528905,0.254486,0.226773,0.599248,0.819432,0.733330,September
10,0.770583,0.283358,0.529238,0.234253,0.214659,0.694788,0.817999,0.802680,September
11,0.774756,0.273605,0.522055,0.261908,0.186008,0.702715,0.785125,0.805120,September
12,0.776756,0.285443,0.521090,0.321132,0.169920,0.679235,0.809529,0.799008,September
13,0.761469,0.302940,0.498184,0.366853,0.256429,0.534499,0.790392,0.765499,September
14,0.737204,0.353162,0.495721,0.313838,0.254225,0.467105,0.692286,0.672919,September
15,0.690088,0.365774,0.477701,0.200497,0.135976,0.251124,0.542575,0.580280,September
16,0.649361,0.588267,0.478608,0.081678,0.048001,0.033932,0.222336,0.245664,September
17,0.606453,0.751528,0.497119,0.075910,0.051336,-0.011242,-0.046173,0.004651,September
18,0.583813,0.776441,0.501985,0.085562,0.098790,-0.014394,-0.073400,-0.007718,September
19,0.546888,0.843325,0.516316,0.079617,0.117988,-0.014479,-0.075363,-0.008125,September
20,0.537244,0.972194,0.529242,0.107711,0.200798,-0.014364,-0.075395,-0.007954,September
21,0.527470,0.984691,0.532140,0.163003,0.202473,-0.014170,-0.075320,-0.008063,September
22,0.526806,0.989675,0.533800,0.134666,0.159531,-0.012908,-0.074961,-0.007771,September
23,0.522896,1.000100,0.533109,0.113102,0.167135,-0.011590,-0.071627,-0.007083,September
0,0.405408,0.886792,0.562637,0.503222,0.586239,-0.077469,-0.030920,-0.046384,May
1,0.404176,0.891480,0.562918,0.560036,0.609665,-0.078872,-0.031411,-0.046491,May
2,0.413482,0.905732,0.555309,0.583003,0.581589,-0.079538,-0.031822,-0.046608,May
3,0.394284,0.897953,0.535150,0.397999,0.536317,-0.079443,-0.032353,-0.046550,May
4,0.400294,0.901506,0.559447,0.298045,0.547168,-0.073760,-0.021169,-0.043653,May
5,0.438676,0.856610,0.566625,0.473647,0.521968,0.029550,0.117285,0.065518,May
6,0.457964,0.845748,0.569329,0.367733,0.369575,0.142627,0.456881,0.265371,May
7,0.484073,0.710526,0.571411,0.251630,0.176648,0.254414,0.635121,0.364096,May
8,0.476829,0.764486,0.570981,0.370870,0.244511,0.371169,0.629165,0.387202,May
9,0.494139,0.677761,0.574246,0.330518,0.224658,0.537961,0.698901,0.467510,May
10,0.503970,0.596219,0.573401,0.202831,0.147719,0.659448,0.773089,0.467727,May
11,0.502383,0.598704,0.558952,0.172703,0.124574,0.672813,0.851120,0.475228,May
12,0.506908,0.582618,0.544884,0.489913,0.221035,0.664766,0.953116,0.404665,May
13,0.501238,0.570799,0.542623,0.606291,0.340583,0.459304,0.979789,0.256418,May
14,0.500856,0.564993,0.538428,0.302371,0.235071,0.282868,0.769732,0.161872,May
15,0.493907,0.591607,0.529553,0.168017,0.136401,0.167795,0.660147,0.125457,May
16,0.452156,0.786261,0.522000,0.110832,0.141486,-0.025436,0.085105,-0.007618,May
17,0.438884,0.807566,0.519638,0.179097,0.217971,-0.068938,-0.000880,-0.024595,May
18,0.425827,0.801671,0.523068,0.216544,0.161871,-0.079439,-0.032098,-0.044605,May
19,0.400469,0.837645,0.519940,0.261630,0.206311,-0.079740,-0.033105,-0.046450,May
20,0.393141,0.877138,0.523025,0.293987,0.231685,-0.079226,-0.033116,-0.046420,May
21,0.389929,0.880694,0.518736,0.548680,0.443476,-0.078620,-0.032697,-0.046469,May
22,0.387838,0.878457,0.514411,0.605274,0.551616,-0.078382,-0.032390,-0.046506,May
23,0.387383,0.895333,0.511420,0.668035,0.585533,-0.075379,-0.029204,-0.046139,May
0,0.265930,0.923486,0.722293,0.194413,0.241849,-0.029578,-0.025780,-0.020396,December
1,0.276409,0.901739,0.712010,0.158986,0.236700,-0.031364,-0.025614,-0.020010,December
2,0.244376,0.896904,0.692487,0.152747,0.236172,-0.033433,-0.026274,-0.020551,December
3,0.236893,0.910868,0.677108,0.161261,0.242695,-0.033837,-0.026119,-0.020533,December
4,0.202301,0.930494,0.681135,0.286315,0.288520,-0.033348,-0.024399,-0.020609,December
5,0.192392,0.916158,0.696418,0.256561,0.390485,-0.031829,-0.024826,-0.019114,December
6,0.217449,0.874171,0.688578,0.239457,0.424886,-0.022534,-0.017726,-0.011136,December
7,0.304959,0.771938,0.706630,0.261229,0.401732,0.050568,0.016474,0.233356,December
8,0.423585,0.565037,0.656851,0.383646,0.411750,0.361352,0.238358,0.463282,December
9,0.427264,0.551935,0.651001,0.374636,0.396819,0.454814,0.338216,0.578394,December
10,0.438402,0.529309,0.654128,0.480147,0.486338,0.460252,0.387622,0.311825,December
11,0.438637,0.536956,0.642458,0.497538,0.486812,0.365233,0.401034,0.060749,December
12,0.415742,0.700426,0.643739,0.473303,0.473107,0.304811,0.364958,0.001196,December
13,0.395298,0.782203,0.629576,0.400973,0.436790,0.153839,0.177403,-0.000024,December
14,0.366976,0.752535,0.621681,0.345066,0.381313,0.162090,0.061458,0.088692,December
15,0.343867,0.748641,0.619271,0.324144,0.411439,0.032087,-0.003558,0.044635,December
16,0.324126,0.867839,0.619064,0.390670,0.399756,-0.025544,-0.018017,-0.018265,December
17,0.308225,0.853091,0.622346,0.418932,0.490088,-0.031382,-0.026137,-0.020315,December
18,0.355952,0.829703,0.621390,0.414952,0.471824,-0.033719,-0.026166,-0.020606,December
19,0.320947,0.767758,0.626686,0.410381,0.457702,-0.033823,-0.026317,-0.020610,December
20,0.335251,0.667631,0.630731,0.485247,0.497487,-0.032479,-0.026119,-0.020547,December
21,0.310663,0.662713,0.646897,0.382730,0.399598,-0.032806,-0.025701,-0.020539,December
22,0.274374,0.702921,0.646776,0.294545,0.363779,-0.031545,-0.025400,-0.020278,December
23,0.236830,0.737369,0.657430,0.263288,0.362410,-0.030439,-0.021423,-0.018941,December
0,0.376781,0.986099,0.543713,0.119496,0.089381,-0.012871,-0.031734,-0.019664,October
1,0.361724,0.948396,0.540843,0.123190,0.105216,-0.013470,-0.031877,-0.019907,October
2,0.354490,0.942311,0.538105,0.124862,0.117534,-0.013938,-0.032055,-0.019922,October
3,0.358431,0.900542,0.538872,0.174254,0.190602,-0.013925,-0.032034,-0.019884,October
4,0.365829,0.920702,0.538215,0.158565,0.175084,-0.013292,-0.026647,-0.018728,October
5,0.358809,0.885276,0.543328,0.179594,0.267247,-0.001809,-0.010843,0.024125,October
6,0.388664,0.911789,0.557989,0.255750,0.336272,0.040249,0.322680,0.124714,October
7,0.498712,0.733972,0.577882,0.266198,0.298950,0.169313,0.499301,0.417697,October
8,0.638731,0.452822,0.579611,0.430020,0.286007,0.416571,0.599657,0.688091,October
9,0.648472,0.376960,0.570079,0.457424,0.336088,0.511827,0.606498,0.747759,October
10,0.674205,0.364607,0.590411,0.462092,0.296974,0.547255,0.642664,0.749454,October
11,0.684936,0.358009,0.568074,0.456538,0.262689,0.553627,0.643480,0.752349,October
12,0.694337,0.338777,0.553203,0.438489,0.235822,0.521051,0.537674,0.763882,October
13,0.692407,0.341893,0.542724,0.426687,0.219830,0.491826,0.544210,0.783053,October
14,0.680722,0.365734,0.546694,0.437992,0.245161,0.276569,0.445017,0.731001,October
15,0.618565,0.446944,0.544755,0.385618,0.265097,0.150146,0.256670,0.544072,October
16,0.529212,0.732106,0.567964,0.205385,0.240261,-0.000958,-0.011532,0.049090,October
17,0.473662,0.766637,0.613592,0.203974,0.341584,-0.012082,-0.029655,-0.015134,October
18,0.490145,0.726382,0.627009,0.256731,0.384681,-0.013835,-0.031829,-0.019660,October
19,0.465758,0.682100,0.619834,0.274814,0.418846,-0.013864,-0.032251,-0.019849,October
20,0.421947,0.872342,0.648980,0.340135,0.430827,-0.013665,-0.032242,-0.019709,October
21,0.382132,0.916984,0.654623,0.334885,0.380352,-0.013769,-0.031875,-0.019875,October
22,0.388979,0.943822,0.657701,0.258081,0.330021,-0.012610,-0.030301,-0.019230,October
23,0.377628,0.916693,0.658222,0.180246,0.268821,-0.010830,-0.026683,-0.018040,October
0,0.287252,0.538380,0.520929,0.586745,0.650500,-0.036071,-0.011117,-0.046343,January
1,0.251027,0.662059,0.551540,0.576928,0.655093,-0.036591,-0.011298,-0.046461,January
2,0.276772,0.624192,0.530276,0.583831,0.655478,-0.036717,-0.011389,-0.046469,January
3,0.216637,0.769576,0.550416,0.571473,0.634738,-0.036687,-0.011378,-0.046387,January
4,0.168376,0.867585,0.554583,0.358423,0.462533,-0.036185,-0.010860,-0.045526,January
5,0.157722,0.874682,0.557856,0.339669,0.425305,-0.035266,-0.010868,-0.045690,January
6,0.141389,0.879201,0.575409,0.339501,0.362910,-0.031259,0.001478,-0.040478,January
7,0.181443,0.865440,0.605478,0.235974,0.233840,0.026440,0.232244,0.162640,January
8,0.306056,0.704712,0.623765,0.228016,0.209623,0.195222,0.308712,0.632520,January
9,0.388208,0.519882,0.638806,0.265074,0.211170,0.471699,0.336502,0.805258,January
10,0.424459,0.380150,0.655676,0.341476,0.223639,0.509747,0.345817,0.814173,January
11,0.424270,0.366896,0.631276,0.502223,0.250764,0.512237,0.349005,0.813705,January
12,0.433893,0.381338,0.603201,0.559838,0.254926,0.488647,0.356209,0.798645,January
13,0.414033,0.381535,0.594257,0.579394,0.332988,0.375499,0.345325,0.701564,January
14,0.366050,0.431341,0.576216,0.560859,0.385791,0.206121,0.294729,0.433372,January
15,0.350659,0.537827,0.567448,0.436795,0.310021,0.064284,0.181984,0.300160,January
16,0.210046,0.642416,0.554170,0.344792,0.286068,-0.033213,-0.007889,-0.035709,January
17,0.214230,0.682374,0.579249,0.260463,0.246274,-0.035875,-0.011210,-0.045546,January
18,0.206418,0.668306,0.597499,0.274491,0.290456,-0.036704,-0.011372,-0.046393,January
19,0.184449,0.746427,0.595167,0.299152,0.427862,-0.036727,-0.011441,-0.046353,January
20,0.174257,0.789626,0.593564,0.306406,0.404425,-0.036560,-0.011407,-0.046328,January
21,0.154930,0.740778,0.577820,0.259458,0.357513,-0.036526,-0.011357,-0.046408,January
22,0.157126,0.733112,0.601474,0.252940,0.329137,-0.035912,-0.010886,-0.045646,January
23,0.138065,0.733736,0.616081,0.227835,0.310454,-0.035143,-0.008716,-0.043219,January
0,0.342001,0.887978,0.349376,0.182837,0.170854,-0.037888,-0.049023,0.013378,November
1,0.352165,0.892796,0.347975,0.189511,0.174166,-0.039488,-0.049374,0.012517,November
2,0.356961,0.732728,0.345360,0.217023,0.242833,-0.039876,-0.050801,0.012472,November
3,0.353887,0.713785,0.338804,0.340813,0.395525,-0.039752,-0.051022,0.013549,November
4,0.339197,0.959893,0.338040,0.462505,0.656820,-0.038032,-0.046094,0.013005,November
5,0.341823,0.963609,0.329989,0.533637,0.575956,-0.037206,-0.040624,0.012646,November
6,0.345091,0.941028,0.340207,0.589141,0.447623,-0.025201,-0.028607,0.018506,November
7,0.364349,0.942288,0.341016,0.439338,0.371911,0.041246,0.020101,0.079982,November
8,0.451596,0.678255,0.318937,0.566191,0.555356,0.124286,0.258346,0.179072,November
9,0.528928,0.413896,0.320324,0.487859,0.426111,0.266226,0.386448,0.253289,November
10,0.542470,0.300539,0.293741,0.428052,0.279285,0.365429,0.462715,0.472116,November
11,0.556429,0.280540,0.245341,0.358468,0.261338,0.436974,0.492920,0.666105,November
12,0.552537,0.324709,0.256767,0.580160,0.432523,0.351594,0.494504,0.580729,November
13,0.536708,0.341183,0.237204,0.527770,0.393887,0.250363,0.403835,0.292481,November
14,0.547173,0.471322,0.246494,0.578792,0.473817,0.211442,0.368029,0.442146,November
15,0.526947,0.642277,0.221528,0.503600,0.503625,0.021846,0.072093,0.328591,November
16,0.449326,0.791883,0.136569,0.630887,0.496565,-0.035089,-0.037625,0.019678,November
17,0.417836,0.871179,0.158334,0.543677,0.483418,-0.039512,-0.050021,0.012708,November
18,0.395719,0.890536,0.164698,0.433614,0.354603,-0.039938,-0.050922,0.012449,November
19,0.394134,0.952847,0.125746,0.448836,0.361345,-0.039887,-0.051047,0.012517,November
20,0.384545,0.964867,0.118670,0.565312,0.521657,-0.039307,-0.051248,0.012708,November
21,0.378319,0.968555,0.106159,0.542911,0.527943,-0.039791,-0.051189,0.012461,November
22,0.421756,0.954035,0.102321,0.604751,0.469135,-0.038203,-0.050280,0.013009,November
23,0.440601,0.947389,0.100230,0.697115,0.611051,-0.038395,-0.045653,0.014444,November
0,0.534628,0.877848,0.581624,0.338803,0.400351,-0.036561,-0.041478,-0.056840,June
1,0.525990,0.881241,0.582510,0.333351,0.422205,-0.038071,-0.042126,-0.057245,June
2,0.528789,0.883224,0.576421,0.236385,0.386146,-0.038922,-0.043952,-0.057509,June
3,0.518389,0.912365,0.553902,0.223494,0.409049,-0.039023,-0.044165,-0.057465,June
4,0.515717,0.925929,0.559546,0.212993,0.343346,-0.037422,-0.036248,-0.055881,June
5,0.546790,0.893950,0.554451,0.262671,0.368756,0.004330,0.060548,0.015778,June
6,0.624468,0.758575,0.559545,0.336964,0.375728,0.128525,0.142808,0.263932,June
7,0.641505,0.598367,0.554887,0.385272,0.310189,0.361196,0.399325,0.818285,June
8,0.685533,0.544669,0.567026,0.391769,0.335365,0.637019,0.482455,0.800118,June
9,0.748169,0.411750,0.568144,0.579482,0.472726,0.639798,0.471420,0.769171,June
10,0.796780,0.286579,0.561186,0.559492,0.475299,0.846607,0.469258,0.821526,June
11,0.805423,0.282212,0.541700,0.545472,0.476297,0.869254,0.469989,0.792594,June
12,0.718331,0.400162,0.547174,0.568974,0.484908,0.810852,0.635805,0.629704,June
13,0.688467,0.412932,0.534045,0.470413,0.414669,0.528062,0.829434,0.124056,June
14,0.720815,0.381051,0.531229,0.316641,0.296386,0.336376,0.520922,0.050768,June
15,0.736465,0.343595,0.526260,0.211790,0.256607,0.202763,0.495807,0.249992,June
16,0.782334,0.430739,0.525397,0.229426,0.243887,0.113732,0.104123,0.048194,June
17,0.731719,0.644124,0.537606,0.165341,0.227565,0.005814,0.071033,-0.011393,June
18,0.647439,0.781849,0.543968,0.135975,0.214025,-0.037861,-0.018701,-0.055743,June
19,0.556343,0.829756,0.543745,0.161825,0.220763,-0.038638,-0.039025,-0.057382,June
20,0.581912,0.798577,0.550903,0.341589,0.352583,-0.035698,-0.043080,-0.056548,June
21,0.544274,0.837461,0.564864,0.437105,0.364626,-0.032858,-0.043889,-0.053672,June
22,0.534965,0.883601,0.564657,0.287092,0.281630,-0.031268,-0.042442,-0.056126,June
23,0.527278,0.907526,0.570931,0.213261,0.266656,-0.028638,-0.040054,-0.053248,June
0,0.213429,0.911590,0.628435,0.098580,0.191198,-0.001304,-0.019381,-0.042316,May
1,0.206224,0.925401,0.620678,0.050186,0.116042,-0.001368,-0.024195,-0.042080,May
2,0.195975,0.952939,0.619356,0.050942,0.117042,-0.003402,-0.024810,-0.042368,May
3,0.192256,0.953448,0.620830,0.052448,0.185923,-0.004092,-0.024477,-0.042262,May
4,0.193134,0.930594,0.629517,0.026126,0.069229,-0.003019,0.086157,-0.037672,May
5,0.245381,0.813051,0.639271,0.014654,0.069353,0.082695,0.433973,0.261381,May
6,0.327449,0.691334,0.641227,0.011047,0.046156,0.207991,0.600729,0.312077,May
7,0.372345,0.499416,0.642976,0.016347,0.049190,0.421826,0.710071,0.510380,May
8,0.427002,0.420006,0.641977,0.087451,0.084465,0.525702,0.595788,0.502711,May
9,0.455371,0.380791,0.644808,0.261719,0.196010,0.656166,0.751389,0.533985,May
10,0.451557,0.379980,0.644542,0.374340,0.293514,0.699322,0.902062,0.489573,May
11,0.451190,0.387536,0.635774,0.388418,0.314353,0.693021,0.939688,0.450348,May
12,0.454686,0.400373,0.622217,0.352248,0.254431,0.648017,0.903476,0.468338,May
13,0.452688,0.379064,0.605454,0.366260,0.269588,0.618754,0.842636,0.460775,May
14,0.453745,0.363843,0.598105,0.263528,0.238951,0.569990,0.600961,0.509152,May
15,0.454011,0.365156,0.593000,0.122258,0.135277,0.473344,0.574425,0.504470,May
16,0.447476,0.392357,0.591995,0.114029,0.124973,0.235426,0.310573,0.276219,May
17,0.392882,0.461563,0.592793,0.168461,0.223427,0.048932,0.144254,0.223076,May
18,0.386899,0.506648,0.597427,0.186803,0.192500,-0.002128,-0.018061,-0.023779,May
19,0.360314,0.585494,0.607447,0.161217,0.168444,-0.003879,-0.024903,-0.042095,May
20,0.327806,0.666607,0.612699,0.100902,0.115765,-0.003646,-0.025696,-0.041721,May
21,0.295406,0.734722,0.614608,0.186087,0.216780,-0.003422,-0.025622,-0.042143,May
22,0.250252,0.849422,0.608751,0.204954,0.280125,-0.003072,-0.025467,-0.042382,May
23,0.249652,0.895397,0.605657,0.148662,0.284718,-0.000844,-0.024510,-0.041751,May
