timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1653804000,22.3,71,996.9,5.56,7.86,317.1,143.7,371.6
1653807600,21.9,71,997.0,5.31,7.31,419.8,208.8,333.8
1653811200,21.1,75,997.7,4.56,6.22,425.9,236.5,245.6
1653814800,22.6,67,998.0,3.40,4.43,501.5,350.2,173.1
1653818400,24.7,59,997.8,2.79,3.58,782.7,293.1,524.5
1653822000,25.5,53,997.4,3.24,4.21,766.6,234.5,562.8
1653825600,21.0,78,997.9,4.34,6.38,686.4,241.2,489.6
1653829200,24.0,62,997.6,4.08,5.38,564.6,255.3,373.8
1653832800,24.0,61,997.8,3.97,5.32,459.4,221.9,336.5
1653836400,23.9,60,998.1,3.48,4.76,285.2,209.9,136.2
1653840000,23.9,60,998.5,3.86,5.33,252.6,121.4,347.6
1653843600,23.0,65,998.6,2.97,4.27,114.2,63.5,262.8
1653847200,21.7,73,999.1,1.80,3.50,5.2,4.1,13.3
1653850800,20.5,81,999.7,2.04,4.20,0.0,0.0,0.0
1653854400,19.5,87,1000.5,2.33,4.70,0.0,0.0,0.0
1653858000,18.9,93,1000.7,2.61,5.37,0.0,0.0,0.0
1653861600,18.5,96,1001.1,2.28,5.14,0.0,0.0,0.0
1653865200,18.3,97,1001.3,2.18,4.94,0.0,0.0,0.0
1653868800,18.4,91,1001.6,2.78,5.83,0.0,0.0,0.0
1653872400,18.2,92,1001.8,2.92,6.04,0.0,0.0,0.0
1653876000,18.3,92,1001.7,3.22,6.59,0.0,0.0,0.0
1653879600,18.1,93,1001.9,3.05,6.26,0.0,0.0,0.0
1653883200,18.3,92,1002.6,2.62,5.60,28.3,23.6,46.3
1653886800,20.1,84,1003.4,2.60,6.24,177.2,91.5,299.1
1653890400,22.7,73,1003.6,2.82,4.15,361.4,120.1,516.2
1653894000,24.7,61,1004.1,2.71,3.50,549.3,137.6,650.2
1653897600,26.2,53,1004.4,2.21,2.93,708.3,151.1,721.7
1653901200,27.5,48,1004.5,2.42,3.04,825.2,159.8,760.8
1653904800,28.9,42,1004.4,2.20,2.91,879.4,171.8,757.5
1653908400,29.9,38,1004.3,3.07,4.05,921.0,159.3,804.9
1653912000,30.3,39,1004.4,3.88,5.02,893.5,149.4,817.3
1653915600,30.1,36,1004.4,3.98,5.37,802.0,140.5,798.2
1653919200,30.2,33,1004.4,3.47,4.53,659.4,139.4,735.3
1653922800,29.6,34,1004.6,2.90,3.96,468.2,151.4,572.1
1653926400,28.6,37,1004.6,2.58,3.88,287.7,111.8,463.9
1653930000,26.7,47,1005.0,2.53,4.46,135.0,58.4,393.2
1653933600,24.5,53,1005.6,2.70,5.40,7.0,4.7,26.4
1653937200,22.5,60,1006.1,3.10,6.07,0.0,0.0,0.0
1653940800,21.1,70,1006.8,3.07,6.38,0.0,0.0,0.0
1653944400,20.4,77,1006.8,2.69,5.81,0.0,0.0,0.0
1653948000,19.9,81,1007.1,2.43,5.53,0.0,0.0,0.0
1653951600,19.5,83,1007.2,2.51,5.43,0.0,0.0,0.0
1653955200,20.0,84,1007.3,3.22,6.31,0.0,0.0,0.0
1653958800,19.6,89,1007.1,2.89,6.17,0.0,0.0,0.0
1653962400,19.3,91,1007.1,2.91,6.09,0.0,0.0,0.0
1653966000,19.1,93,1007.2,3.07,6.45,0.0,0.0,0.0
1653969600,19.2,92,1007.3,3.20,6.43,30.6,23.5,68.4
1653973200,20.9,84,1007.5,2.83,6.30,178.3,89.9,307.6
1653976800,23.6,72,1007.7,2.40,3.70,364.9,120.0,522.9
1653980400,26.1,60,1008.3,0.71,0.89,551.4,135.3,656.5
1653984000,27.9,52,1008.3,1.25,1.56,712.5,146.7,732.3
1653987600,29.8,45,1008.2,1.56,2.08,836.8,152.3,781.9
1653991200,31.5,37,1008.1,1.75,2.41,912.3,154.3,810.8
1653994800,32.3,33,1007.7,2.20,2.92,930.1,150.3,823.3
1653998400,32.2,39,1007.8,3.51,4.62,871.1,207.0,728.7
1654002000,31.1,37,1007.6,4.16,5.78,475.6,375.9,120.1
1654005600,31.1,33,1007.2,4.17,5.77,478.9,303.7,247.3
1654009200,30.6,31,1007.0,4.19,6.14,357.3,246.9,198.7
1654012800,29.1,38,1006.5,3.38,5.33,249.9,157.4,242.8
1654016400,27.0,48,1006.6,2.46,4.40,117.1,78.3,197.0
1654020000,25.9,50,1006.6,2.25,4.71,5.5,5.2,3.5
1654023600,23.7,59,1007.0,2.40,5.24,0.0,0.0,0.0
1654027200,23.3,61,1007.2,2.51,5.84,0.0,0.0,0.0
1654030800,22.9,61,1007.3,2.57,6.31,0.0,0.0,0.0
1654034400,22.8,60,1007.4,2.91,6.71,0.0,0.0,0.0
1654038000,22.0,65,1007.4,2.06,5.31,0.0,0.0,0.0
1654041600,20.2,77,1007.4,2.21,4.63,0.0,0.0,0.0
1654045200,19.7,81,1007.0,2.21,4.73,0.0,0.0,0.0
1654048800,19.2,85,1006.8,1.79,4.33,0.0,0.0,0.0
1654052400,18.2,92,1006.6,1.56,3.47,0.0,0.0,0.0
1654056000,18.6,93,1006.8,1.49,2.30,30.6,23.5,67.6
1654059600,21.0,82,1007.3,1.04,2.94,179.4,89.7,311.1
1654063200,23.4,71,1007.9,1.90,2.75,363.4,119.9,519.1
1654066800,24.7,63,1007.9,3.04,4.03,550.2,136.4,652.0
1654070400,25.7,64,1008.3,3.13,4.22,712.5,146.7,731.6
1654074000,27.0,59,1008.5,3.13,4.02,835.8,153.4,779.0
1654077600,27.9,55,1008.5,3.67,4.65,910.2,155.3,807.0
1654081200,28.1,55,1008.4,4.63,6.04,928.1,154.4,816.3
1654084800,27.5,57,1008.4,4.96,6.55,888.8,150.4,809.3
1654088400,27.3,57,1008.2,4.63,6.22,805.2,137.7,803.1
1654092000,27.4,56,1007.9,4.20,5.60,669.0,127.6,762.7
1654095600,27.1,56,1007.7,3.70,5.02,503.8,112.1,703.1
1654099200,25.9,62,1007.5,3.30,4.72,317.6,91.0,592.1
1654102800,23.6,75,1007.7,3.03,4.60,142.8,55.4,439.6
1654106400,21.6,86,1007.8,2.41,4.50,9.7,5.9,42.9
1654110000,20.5,93,1008.1,2.20,4.62,0.0,0.0,0.0
1654113600,19.8,94,1008.4,1.75,4.13,0.0,0.0,0.0
1654117200,19.5,94,1008.5,1.63,3.83,0.0,0.0,0.0
1654120800,19.3,94,1008.7,1.77,4.12,0.0,0.0,0.0
1654124400,19.3,91,1008.7,2.13,5.13,0.0,0.0,0.0
1654128000,19.8,83,1008.6,2.56,6.36,0.0,0.0,0.0
1654131600,20.1,79,1008.4,2.77,6.62,0.0,0.0,0.0
1654135200,19.7,83,1008.2,2.31,6.09,0.0,0.0,0.0
1654138800,19.0,90,1008.2,1.81,5.24,0.0,0.0,0.0
1654142400,19.4,91,1008.7,2.31,5.35,32.9,25.8,66.8
1654146000,21.3,84,1008.9,2.52,6.38,182.0,89.5,319.8
1654149600,23.5,74,1009.3,3.16,4.83,365.7,118.6,525.9
1654153200,25.6,62,1009.3,3.62,5.06,550.0,135.2,653.1
1654156800,27.5,50,1009.5,4.12,5.54,711.3,146.6,729.6
1654160400,28.7,44,1009.5,4.40,5.90,834.7,153.4,777.2
1654164000,29.2,42,1009.7,4.60,6.20,909.2,155.3,805.3
1654167600,29.4,42,1009.7,4.72,6.31,929.2,153.4,817.8
1654171200,30.0,42,1009.6,4.70,6.32,894.8,148.5,817.2
1654174800,30.0,39,1009.1,4.64,6.36,807.2,140.5,801.0
1654178400,30.0,38,1008.7,4.73,6.85,672.9,127.6,766.6
1654182000,29.5,38,1008.5,4.73,6.96,505.8,110.5,707.8
1654185600,28.5,41,1008.5,4.02,6.38,322.0,88.6,607.0
1654189200,26.8,49,1009.0,2.90,5.59,144.7,55.5,443.7
1654192800,24.6,56,1009.0,2.40,5.55,10.8,6.5,49.0
1654196400,22.9,65,1009.3,2.12,5.10,0.0,0.0,0.0
1654200000,21.8,75,1009.5,1.84,4.90,0.0,0.0,0.0
1654203600,21.0,81,1009.4,1.70,4.90,0.0,0.0,0.0
1654207200,20.2,86,1009.3,1.65,4.72,0.0,0.0,0.0
1654210800,20.2,86,1009.6,1.89,4.93,0.0,0.0,0.0
1654214400,21.3,77,1009.6,3.23,7.04,0.0,0.0,0.0
1654218000,21.6,75,1009.6,3.49,7.43,0.0,0.0,0.0
1654221600,21.6,73,1009.5,3.74,7.86,0.0,0.0,0.0
1654225200,21.5,74,1009.4,3.61,7.62,0.0,0.0,0.0
1654228800,21.7,73,1009.6,3.38,7.40,32.8,25.8,66.1
1654232400,23.4,66,1009.7,2.97,7.37,181.7,89.4,318.4
1654236000,25.7,56,1010.0,3.54,6.26,366.8,118.6,527.6
1654239600,27.4,49,1010.6,4.61,6.74,552.2,134.0,657.8
1654243200,28.8,46,1010.7,4.63,6.53,715.6,145.5,736.2
1654246800,29.8,45,1010.9,4.67,6.43,838.9,151.3,784.0
1654250400,30.6,43,1010.8,4.42,6.05,912.4,154.3,809.2
1654254000,30.7,42,1010.9,4.90,6.71,932.3,152.4,821.4
1654257600,31.0,41,1010.5,5.10,7.00,894.9,147.5,817.6
1654261200,30.4,42,1010.6,4.62,6.42,805.5,138.7,800.1
1654264800,30.2,43,1010.0,4.30,5.77,671.2,126.7,764.2
1654268400,29.8,43,1009.8,3.72,5.32,504.3,109.6,704.7
1654272000,29.1,43,1009.6,3.31,5.10,320.7,89.5,598.6
1654275600,27.8,48,1009.7,2.40,4.60,145.2,55.7,441.0
1654279200,25.5,56,1009.6,1.70,4.65,11.8,7.2,52.9
1654282800,24.0,61,1010.0,1.90,5.17,0.0,0.0,0.0
1654286400,23.9,59,1010.1,2.47,6.04,0.0,0.0,0.0
1654290000,23.4,60,1010.3,2.25,5.98,0.0,0.0,0.0
1654293600,22.7,65,1010.2,2.12,5.68,0.0,0.0,0.0
1654297200,21.1,76,1010.0,2.22,4.72,0.0,0.0,0.0
1654300800,20.7,82,1009.7,2.33,4.66,0.0,0.0,0.0
1654304400,20.6,84,1009.6,1.64,3.61,0.0,0.0,0.0
1654308000,20.3,86,1009.4,1.66,3.71,0.0,0.0,0.0
1654311600,20.2,87,1009.3,1.93,2.92,0.0,0.0,0.0
1654315200,21.2,82,1009.6,1.17,2.02,28.1,23.4,43.7
1654318800,23.8,68,1010.0,1.84,3.48,177.0,93.6,286.9
1654322400,27.0,55,1010.4,1.51,2.93,359.2,121.0,505.8
1654326000,29.5,46,1010.5,1.53,2.00,545.3,139.8,637.4
1654329600,30.7,43,1010.6,2.25,2.73,633.5,235.2,514.0
1654333200,31.7,43,1010.7,2.55,3.11,729.9,272.9,520.8
1654336800,33.1,38,1010.5,2.92,3.62,870.2,218.1,695.7
1654340400,33.5,34,1010.2,3.55,4.49,901.2,211.5,726.0
1654344000,34.5,38,1009.8,3.18,3.89,766.0,307.8,500.8
1654347600,33.5,37,1009.5,3.05,3.89,767.6,154.8,734.4
1654351200,34.5,35,1009.2,1.52,1.77,654.9,137.8,724.4
1654354800,32.9,40,1009.2,2.85,3.83,492.3,115.8,670.4
1654358400,30.2,48,1009.2,2.72,4.02,290.9,104.3,481.1
1654362000,27.4,58,1009.6,3.13,5.02,142.8,55.2,428.3
1654365600,26.1,61,1009.6,1.81,4.22,12.4,7.9,51.6
1654369200,25.0,66,1009.9,2.70,5.66,0.0,0.0,0.0
1654372800,23.7,76,1010.3,3.06,6.09,0.0,0.0,0.0
1654376400,22.9,85,1010.3,2.72,5.72,0.0,0.0,0.0
1654380000,22.5,87,1010.4,2.88,6.15,0.0,0.0,0.0
1654383600,22.4,87,1010.7,3.18,6.55,0.0,0.0,0.0
1654387200,21.8,79,1010.2,1.71,5.00,0.0,0.0,0.0
1654390800,22.1,76,1010.2,1.91,4.94,0.0,0.0,0.0
1654394400,22.2,74,1010.1,2.14,5.56,0.0,0.0,0.0
1654398000,22.0,74,1009.8,2.47,5.89,0.0,0.0,0.0
1654401600,22.1,76,1009.9,2.64,5.91,32.7,25.7,65.0
1654405200,24.0,71,1009.9,2.50,6.04,181.2,89.1,316.0
1654408800,26.3,60,1009.9,2.43,4.10,365.2,118.5,523.3
1654412400,28.5,49,1010.1,3.42,4.87,550.9,135.1,653.1
1654416000,29.9,43,1010.0,3.80,5.21,712.3,145.5,731.0
1654419600,30.5,40,1010.1,4.22,5.60,835.7,151.3,779.6
1654423200,31.2,37,1010.0,3.81,5.10,908.3,154.3,804.0
1654426800,31.4,34,1009.9,4.23,5.61,927.4,152.4,815.1
1654430400,32.6,30,1009.2,5.00,6.83,891.2,158.3,800.3
1654434000,32.2,29,1009.0,5.04,7.18,756.3,229.0,631.2
1654437600,32.5,29,1008.5,4.14,6.00,562.3,275.6,400.9
1654441200,31.8,31,1008.2,3.63,5.61,385.4,221.2,291.6
1654444800,29.7,38,1007.8,3.09,5.54,241.4,161.5,205.2
1654448400,27.7,50,1008.1,1.84,4.21,139.8,64.4,365.5
1654452000,26.1,62,1008.1,1.00,1.70,13.6,8.4,59.9
1654455600,24.1,65,1007.8,2.04,1.60,0.0,0.0,0.0
1654459200,26.6,47,1007.7,1.06,0.50,0.0,0.0,0.0
1654462800,23.7,62,1007.5,1.24,1.58,0.0,0.0,0.0
1654466400,25.2,55,1007.5,0.41,1.08,0.0,0.0,0.0
1654470000,22.9,60,1007.4,1.39,1.68,0.0,0.0,0.0
1654473600,22.7,66,1007.3,2.06,3.10,0.0,0.0,0.0
1654477200,24.1,51,1007.8,2.87,6.44,0.0,0.0,0.0
1654480800,24.2,53,1007.2,2.16,5.26,0.0,0.0,0.0
1654484400,23.8,57,1006.4,2.02,4.48,0.0,0.0,0.0
1654488000,23.6,63,1006.4,2.40,5.69,28.0,25.7,21.5
1654491600,25.4,62,1006.5,2.19,5.30,179.5,90.5,305.1
1654495200,28.6,52,1006.6,1.70,4.32,365.1,118.4,522.7
1654498800,30.9,43,1006.9,2.48,3.47,530.2,144.3,605.9
1654502400,32.5,37,1006.9,2.06,2.66,698.0,159.7,694.0
1654506000,34.3,30,1006.8,2.18,2.89,833.6,150.2,778.0
1654509600,35.7,27,1006.4,1.12,1.49,902.2,160.5,790.5
1654513200,35.0,31,1006.1,2.35,3.01,894.4,176.5,754.6
1654516800,35.6,31,1005.5,2.62,3.36,853.1,188.6,725.0
1654520400,33.3,40,1005.3,4.67,6.36,655.7,192.0,554.5
1654524000,31.3,45,1005.5,5.46,7.56,555.1,152.6,562.0
1654527600,30.1,47,1005.2,5.12,7.23,414.5,137.9,490.3
1654531200,29.0,51,1004.8,4.81,7.15,305.3,90.6,549.1
1654534800,27.5,58,1005.0,4.22,6.58,145.0,58.3,416.9
1654538400,25.8,66,1005.3,3.20,5.74,14.6,9.1,63.0
1654542000,24.3,76,1005.6,2.59,5.08,0.0,0.0,0.0
1654545600,23.6,83,1006.2,2.75,5.60,0.0,0.0,0.0
1654549200,23.5,84,1006.2,3.01,5.97,0.0,0.0,0.0
1654552800,23.2,84,1006.3,3.01,6.04,0.0,0.0,0.0
1654556400,22.9,85,1006.2,3.10,6.28,0.0,0.0,0.0
1654560000,23.1,83,1005.9,2.68,6.04,0.0,0.0,0.0
1654563600,23.6,78,1004.8,2.71,5.80,0.0,0.0,0.0
1654567200,23.6,77,1004.3,2.56,5.75,0.0,0.0,0.0
1654570800,22.9,78,1004.6,2.01,4.39,0.0,0.0,0.0
1654574400,23.0,76,1004.7,1.64,4.02,28.0,25.7,21.4
1654578000,24.6,74,1005.0,2.53,4.32,166.2,97.7,234.4
1654581600,25.8,70,1005.1,2.62,3.67,325.5,156.6,357.7
1654585200,27.4,60,1004.8,2.60,3.53,517.6,174.0,539.0
1654588800,28.8,52,1004.8,3.48,4.55,705.6,159.7,703.6
1654592400,29.4,48,1004.6,3.91,5.04,820.9,186.2,722.4
1654596000,29.6,49,1004.5,4.21,5.40,837.4,206.8,671.8
1654599600,30.3,46,1004.2,4.40,5.61,876.4,188.5,722.6
1654603200,30.4,44,1003.8,2.61,3.40,621.6,277.6,375.1
1654606800,30.8,42,1003.2,3.93,4.96,653.0,332.7,382.6
1654610400,29.5,53,1002.9,4.19,5.56,574.5,199.5,522.8
1654614000,28.4,55,1002.5,3.32,4.39,407.7,171.3,417.9
1654617600,27.8,58,1002.3,2.34,3.04,294.1,128.3,422.6
1654621200,27.3,60,1002.4,1.43,1.88,121.1,77.9,205.7
1654624800,27.1,60,1002.6,0.54,0.81,12.5,11.2,14.3
1654628400,25.3,66,1003.2,1.70,3.69,0.0,0.0,0.0
1654632000,24.6,74,1003.5,2.18,4.39,0.0,0.0,0.0
1654635600,23.5,80,1003.4,2.16,4.62,0.0,0.0,0.0
1654639200,23.4,80,1003.2,2.64,5.28,0.0,0.0,0.0
1654642800,23.2,81,1003.1,3.34,6.33,0.0,0.0,0.0
1654646400,23.1,83,1002.2,3.26,6.71,0.0,0.0,0.0
1654650000,22.6,82,1002.3,3.31,6.26,0.0,0.0,0.0
1654653600,22.0,81,1002.0,1.82,3.40,0.0,0.0,0.0
1654657200,21.3,88,1001.6,1.46,2.63,0.0,0.0,0.0
1654660800,21.1,89,1002.3,0.86,1.02,30.3,25.7,42.5
1654664400,22.6,86,1002.2,1.22,2.34,171.8,91.7,273.7
1654668000,24.0,78,1003.3,0.22,0.41,334.1,133.1,425.2
1654671600,25.6,62,1003.1,1.22,1.56,406.5,188.9,341.2
1654675200,27.2,54,1002.9,0.91,1.14,612.6,176.1,562.4
1654678800,28.7,48,1002.7,1.14,1.25,798.7,190.4,692.0
1654682400,30.0,45,1002.4,1.39,1.49,872.4,181.1,736.2
1654686000,26.9,59,1002.8,4.57,5.89,759.1,263.7,520.1
1654689600,23.7,74,1002.3,1.28,1.84,383.2,271.7,121.4
1654693200,27.8,53,1002.1,2.42,3.09,640.7,267.1,445.7
1654696800,26.4,59,1002.8,3.35,4.52,457.9,228.0,320.0
1654700400,26.8,57,1002.7,0.82,1.00,313.8,173.2,248.1
1654704000,27.0,54,1001.9,1.36,1.84,206.9,129.2,197.2
1654707600,26.7,56,1001.4,1.04,1.73,125.5,74.6,241.0
1654711200,24.9,65,1001.8,1.34,2.12,13.8,11.7,23.9
1654714800,24.2,64,1002.1,2.70,5.06,0.0,0.0,0.0
1654718400,23.1,71,1002.4,2.00,4.31,0.0,0.0,0.0
1654722000,21.7,82,1002.1,1.49,3.78,0.0,0.0,0.0
1654725600,21.3,84,1002.0,1.22,2.12,0.0,0.0,0.0
1654729200,20.9,90,1001.7,2.01,3.02,0.0,0.0,0.0
1654732800,20.9,92,1001.2,1.62,4.08,0.0,0.0,0.0
1654736400,21.1,96,1000.9,2.12,4.46,0.0,0.0,0.0
1654740000,21.2,97,1000.5,1.92,4.33,0.0,0.0,0.0
1654743600,20.6,95,1000.5,2.28,4.40,0.0,0.0,0.0
1654747200,20.5,95,1000.5,1.66,2.76,16.3,16.3,0.0
1654750800,19.0,89,1001.0,3.14,4.59,128.0,78.6,168.9
1654754400,20.7,89,1000.1,1.89,2.87,220.6,126.9,198.1
1654758000,24.2,72,999.6,2.28,3.14,512.9,170.6,536.8
1654761600,26.2,55,999.5,2.48,3.33,676.1,188.2,628.5
1654765200,26.0,52,999.2,4.70,6.48,532.1,304.7,258.7
1654768800,26.6,45,998.8,4.78,6.45,800.4,297.3,535.5
1654772400,25.9,48,998.4,4.39,5.91,577.6,410.2,175.8
1654776000,26.3,50,998.4,2.51,3.55,591.4,285.5,333.1
1654779600,26.9,47,997.5,0.89,1.06,684.6,232.0,539.4
1654783200,20.3,82,999.1,2.77,3.96,258.4,150.8,149.6
1654786800,20.4,81,998.0,2.62,3.50,92.3,92.3,0.0
1654790400,21.4,76,997.5,1.66,2.20,190.7,129.3,155.3
1654794000,20.8,76,997.2,2.50,3.74,74.8,58.0,78.9
1654797600,18.7,86,998.0,3.07,4.74,14.8,10.8,46.4
1654801200,18.3,92,997.4,1.61,3.04,0.0,0.0,0.0
1654804800,18.1,92,997.6,1.26,3.42,0.0,0.0,0.0
1654808400,18.1,94,997.8,1.12,1.84,0.0,0.0,0.0
1654812000,18.2,93,997.7,0.63,1.26,0.0,0.0,0.0
1654815600,18.1,95,997.4,1.12,1.66,0.0,0.0,0.0
1654819200,18.0,92,997.4,2.21,3.77,0.0,0.0,0.0
1654822800,18.3,93,996.3,0.85,1.93,0.0,0.0,0.0
1654826400,17.2,96,996.8,2.89,4.57,0.0,0.0,0.0
1654830000,17.0,94,996.9,4.12,6.24,0.0,0.0,0.0
1654833600,16.7,94,996.4,4.44,7.39,4.7,4.7,0.0
1654837200,17.0,93,996.9,4.52,7.39,80.0,77.1,9.9
1654840800,17.7,89,997.1,3.86,5.48,123.2,123.2,0.0
1654844400,18.3,86,997.4,3.91,5.49,169.4,153.4,25.1
1654848000,18.8,85,997.6,3.33,4.52,225.4,218.8,8.5
1654851600,20.3,78,997.9,4.39,6.05,550.1,241.2,351.3
1654855200,21.6,73,998.4,4.03,5.38,736.7,370.4,389.8
1654858800,21.5,70,998.7,3.26,4.32,554.6,343.0,222.0
1654862400,25.2,55,998.5,4.46,5.95,823.2,229.8,645.6
1654866000,24.8,53,998.6,4.59,6.24,676.1,190.2,578.6
1654869600,23.5,66,999.2,4.40,6.20,536.3,172.0,505.7
1654873200,22.5,69,999.6,5.00,7.24,364.2,238.4,221.0
1654876800,23.0,67,999.6,4.16,6.26,156.4,141.7,37.2
1654880400,22.6,71,999.8,1.72,3.74,74.3,71.4,13.1
1654884000,21.9,73,1000.3,2.32,4.77,12.0,11.7,3.2
1654887600,21.3,80,1000.8,2.02,4.30,0.0,0.0,0.0
1654891200,20.3,88,1001.3,1.50,3.70,0.0,0.0,0.0
1654894800,19.5,92,1001.3,1.94,2.73,0.0,0.0,0.0
1654898400,18.3,94,1001.2,1.39,2.30,0.0,0.0,0.0
1654902000,18.8,93,1001.2,1.75,3.35,0.0,0.0,0.0
1654905600,18.9,90,1000.8,2.05,3.81,0.0,0.0,0.0
1654909200,20.5,80,1000.9,2.82,6.06,0.0,0.0,0.0
1654912800,19.6,88,1001.2,1.70,4.75,0.0,0.0,0.0
1654916400,20.1,88,1001.5,2.12,5.63,0.0,0.0,0.0
1654920000,21.4,84,1001.6,3.61,7.06,35.0,28.0,63.0
1654923600,23.2,78,1002.1,4.50,7.54,178.8,91.6,297.3
1654927200,24.3,69,1002.7,5.91,8.92,359.8,120.7,505.3
1654930800,24.8,62,1003.4,6.60,9.51,540.3,138.5,629.9
1654934400,25.6,56,1003.8,7.00,9.90,694.7,157.5,691.7
1654938000,26.0,53,1004.1,7.13,10.04,809.4,171.4,725.3
1654941600,26.2,53,1004.3,7.17,10.00,890.0,171.8,764.0
1654945200,26.4,51,1004.3,7.55,10.53,909.7,169.5,776.1
1654948800,26.9,51,1004.5,7.20,10.10,829.2,157.4,730.3
1654952400,27.1,49,1004.2,6.79,9.63,788.4,141.7,769.4
1654956000,26.2,57,1004.3,7.46,10.66,634.8,131.6,697.8
1654959600,25.4,62,1004.5,8.05,11.90,384.5,140.8,427.5
1654963200,25.2,64,1004.7,7.67,11.65,330.2,91.0,601.7
1654966800,24.2,67,1004.9,7.05,11.21,152.3,59.0,433.4
1654970400,23.5,68,1005.3,7.32,12.07,18.9,11.4,85.4
1654974000,23.1,69,1005.6,6.74,11.51,0.0,0.0,0.0
1654977600,23.1,71,1006.1,6.32,10.86,0.0,0.0,0.0
1654981200,22.9,72,1006.1,5.77,9.98,0.0,0.0,0.0
1654984800,22.7,74,1006.3,4.69,8.37,0.0,0.0,0.0
1654988400,22.5,75,1006.3,4.25,7.91,0.0,0.0,0.0
1654992000,22.4,74,1006.2,4.90,8.82,0.0,0.0,0.0
1654995600,22.3,76,1006.2,4.97,8.90,0.0,0.0,0.0
1654999200,22.2,78,1006.0,5.14,9.00,0.0,0.0,0.0
1655002800,22.2,78,1006.0,5.20,9.13,0.0,0.0,0.0
1655006400,22.3,77,1006.2,5.25,9.03,35.0,28.0,62.9
1655010000,23.5,71,1006.4,5.19,8.86,180.1,91.5,302.0
1655013600,24.4,66,1006.4,6.36,9.58,359.7,120.7,505.2
1655017200,25.0,63,1006.6,6.48,9.19,543.8,138.5,635.3
1655020800,25.4,60,1006.9,6.63,9.23,691.4,151.0,695.9
1655024400,25.8,57,1007.2,6.72,9.32,811.5,158.7,742.1
1655028000,26.2,54,1007.1,6.96,9.67,889.1,161.6,773.7
1655031600,26.4,52,1006.9,7.35,10.32,914.8,159.5,791.7
1655035200,26.8,52,1006.9,7.96,11.14,891.8,151.6,804.4
1655038800,26.2,52,1006.6,7.45,10.53,804.7,143.6,785.9
1655042400,26.0,54,1006.5,6.89,9.75,673.6,130.7,751.9
1655046000,25.5,56,1006.3,7.34,10.63,508.8,114.4,690.4
1655049600,25.0,56,1006.1,7.29,10.92,328.0,91.8,592.2
1655053200,24.0,63,1006.2,5.91,9.53,150.5,62.6,405.8
1655056800,23.2,69,1006.5,6.09,10.25,19.1,12.6,74.1
1655060400,22.7,70,1006.8,6.07,10.36,0.0,0.0,0.0
1655064000,22.4,72,1007.1,5.52,9.66,0.0,0.0,0.0
1655067600,22.2,73,1006.9,5.12,9.21,0.0,0.0,0.0
1655071200,22.0,72,1007.0,5.10,9.18,0.0,0.0,0.0
1655074800,21.9,73,1006.6,5.11,9.32,0.0,0.0,0.0
1655078400,21.9,74,1006.2,5.11,9.46,0.0,0.0,0.0
1655082000,21.6,76,1005.8,4.58,8.68,0.0,0.0,0.0
1655085600,21.3,80,1005.4,4.05,7.93,0.0,0.0,0.0
1655089200,21.3,81,1005.5,4.16,8.07,0.0,0.0,0.0
1655092800,21.9,79,1005.9,4.66,8.46,35.0,28.0,62.9
1655096400,23.0,79,1006.4,4.30,8.15,178.7,90.1,301.9
1655100000,24.3,73,1006.7,5.22,7.84,358.5,119.5,505.2
1655103600,25.4,64,1007.0,5.39,7.63,540.3,137.4,631.7
1655107200,26.1,60,1007.2,5.41,7.43,700.2,148.8,710.1
1655110800,26.8,56,1007.4,4.93,6.62,809.4,162.9,734.9
1655114400,27.1,53,1007.6,4.82,6.51,900.4,157.4,790.1
1655118000,27.5,51,1007.4,4.90,6.51,922.9,156.5,803.0
1655121600,27.9,52,1006.9,4.80,6.41,890.0,151.6,801.9
1655125200,27.8,49,1006.5,4.67,6.30,803.9,142.7,785.4
1655128800,27.5,50,1006.3,5.12,6.83,675.6,129.8,755.0
1655132400,26.6,53,1006.2,5.09,6.93,509.8,113.6,692.5
1655136000,25.7,53,1006.2,4.46,6.55,329.8,91.1,597.1
1655139600,24.4,56,1006.2,3.13,5.10,155.7,59.9,439.9
1655143200,22.8,66,1006.5,2.72,5.57,20.4,12.3,93.0
1655146800,21.8,74,1007.1,3.38,6.71,0.0,0.0,0.0
1655150400,21.5,77,1007.4,3.55,7.24,0.0,0.0,0.0
1655154000,21.1,79,1007.4,3.29,6.96,0.0,0.0,0.0
1655157600,20.7,80,1007.3,3.00,6.52,0.0,0.0,0.0
1655161200,20.2,82,1007.1,2.46,5.79,0.0,0.0,0.0
1655164800,20.2,79,1007.2,2.28,5.47,0.0,0.0,0.0
1655168400,18.8,86,1007.3,1.64,4.27,0.0,0.0,0.0
1655172000,18.8,82,1007.2,1.68,3.86,0.0,0.0,0.0
1655175600,18.6,81,1007.4,2.24,4.75,0.0,0.0,0.0
1655179200,19.4,83,1007.4,2.28,5.15,35.0,28.0,62.9
1655182800,21.7,81,1007.7,2.88,5.91,181.5,90.0,311.9
1655186400,23.8,71,1008.0,3.64,5.10,363.4,119.5,515.8
1655190000,25.2,62,1008.3,4.10,5.51,544.9,136.2,640.9
